date;service;gare_depart;gare_arrivee;duree_moyenne;nb_train_prevu;nb_annulation;commentaire_annulation;nb_train_depart_retard;retard_moyen_depart;retard_moyen_tous_trains_depart;commentaire_retards_depart;nb_train_retard_arrivee;retard_moyen_arrivee;retard_moyen_tous_trains_arrivee;commentaires_retard_arrivee;nb_train_retard_sup_15;retard_moyen_trains_retard_sup15;nb_train_retard_sup_30;nb_train_retard_sup_60;prct_cause_externe;prct_cause_infra;prct_cause_gestion_trafic;prct_cause_materiel_roulant;prct_cause_gestion_gare;prct_cause_prise_en_charge_voyageurs
2018-08;National;PARIS VAUGIRARD;RENNES;125;31;0;;7;14.01666667;2.695698925;;5;18.40333333;4.410752688;;3;4.410752688;0;0;0.0;40.0;0.0;40.0;20.0;0.0
2018-08;National;MARNE LA VALLEE;LYON PART DIEU;109;374;1;;297;10.14702581;8.147676497;;71;30.18544601;7.481367292;;45;7.481367292;24;6;25.0;11.11111111;22.22222222;22.22222222;8.333333333;11.11111111
2018-08;National;PARIS LYON;ANNECY;237;180;1;;38;20.19078947;4.105865922;;16;49.5625;5.69273743;•panne du OUIGO 7839, vers Le Creusot : 14 TGV retardés pour 240 min.;16;5.69273743;11;4;12.5;6.25;12.5;56.25;6.25;6.25
2018-08;National;BELLEGARDE (AIN);PARIS LYON;162;196;1;;98;9.200510204;4.666068376;;18;54.70555556;5.744017094;•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min;16;5.744017094;8;5;0.0;0.0;50.0;0.0;0.0;50.0
2018-08;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;132;189;7;;37;14.82792793;2.721611722;;21;45.39047619;5.982875458;•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min;17;5.982875458;14;6;16.66666667;27.77777778;11.11111111;16.66666667;16.66666667;11.11111111
2018-08;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;191;155;1;;32;21.17083333;4.271320346;;15;42.92555556;6.309415584;•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min;15;6.309415584;8;4;6.666666667;0.0;13.33333333;66.66666667;6.666666667;6.666666667
2018-08;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;189;197;0;;125;19.62133333;12.392978;;67;30.72736318;11.64416244;•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min;57;11.64416244;17;4;68.42105263;5.263157895;21.05263158;0.0;0.0;5.263157895
2018-08;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78;208;0;;18;9.415740741;0.473717949;;39;15.08205128;3.651522436;;13;3.651522436;5;1;12.5;20.83333333;41.66666667;16.66666667;8.333333333;0.0
2018-08;National;LYON PART DIEU;PARIS LYON;121;525;1;;314;5.203184713;3.209478372;;68;23.67745098;4.169052163;;35;4.169052163;13;6;18.46153846;12.30769231;30.76923077;12.30769231;16.92307692;9.230769231
2018-08;National;MONTPELLIER;PARIS LYON;206;417;4;;218;13.63004587;7.223002421;;85;46.54490196;10.84128329;•panne du 5180, problème de disjonction, à Aix-en-Provence-TGV. 43 TGV retardés pour 1095 min, 18 TGV de l’axe perdus à 5’.;85;10.84128329;46;18;22.58064516;25.80645161;20.96774194;22.58064516;1.612903226;6.451612903
2018-08;National;PARIS LYON;PERPIGNAN;306;205;1;;50;28.90733333;6.76119281;;44;58.19128788;13.52802288;•heurt d’une personne par le TGV 6839 à Montpellier : 12 TGV retardés pour 1009 min, 8 TGV de l’axe perdus à 5’.;44;13.52802288;28;17;20.45454545;22.72727273;13.63636364;38.63636364;4.545454545;0.0
2018-08;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;170;96;2;;12;14.99027778;1.671631206;;15;23.95777778;5.100886525;;9;5.100886525;2;1;13.33333333;20.0;26.66666667;26.66666667;0.0;13.33333333
2018-08;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;91;0;;21;2.912698413;0.764285714;;11;21.36818182;3.551465201;;4;3.551465201;2;0;18.18181818;27.27272727;27.27272727;18.18181818;9.090909091;0.0
2018-08;International;PARIS EST;FRANCFORT;108;172;0;;28;9.97202381;1.590310078;;15;34.4;2.970930233;;11;2.970930233;5;2;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;PARIS EST;STUTTGART;117;145;0;;32;9.913020833;2.227931034;;13;30.23076923;3.35862069;;8;3.35862069;4;1;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;GENEVE;PARIS LYON;178;181;1;;18;23.38888889;0.127777778;;14;59.54880952;5.335462963;;13;5.335462963;7;4;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;ITALIE;PARIS LYON;278;83;0;;75;9.693333333;8.722891566;;44;34.2030303;21.5626506;;44;21.5626506;12;4;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;National;PARIS MONTPARNASSE;ANGOULEME;132;235;6;;39;7.315811966;0.968850073;;38;25.75745614;6.461790393;;18;6.461790393;6;2;8.108108108;21.62162162;27.02702703;21.62162162;10.81081081;10.81081081
2018-08;National;PARIS MONTPARNASSE;NANTES;131;405;6;;56;7.845833333;0.80952381;;44;26.98977273;3.530116959;;26;3.530116959;16;3;22.72727273;20.45454545;20.45454545;22.72727273;6.818181818;6.818181818
2018-08;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;67;389;8;;179;5.968156425;2.917366579;;106;14.79166667;4.795800525;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 26 : une défaillance matériel d'un TGV entre St-Pierre-des-Corps et Vendôme (17 TGV retardés pour  286 minutes perdues),
- le 28 : un colis suspect à bord d'un TGV au niveau de Vendôme (11 TGV retardés pour 217 minutes perdues), 
- le 31 : incident caténaire à Maillé, près de Poitiers (11 TGV pour 1192 minutes perdues) et défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).";31;4.795800525;9;3;14.0625;26.5625;20.3125;25.0;3.125;10.9375
2018-08;National;PARIS MONTPARNASSE;TOURS;78;157;0;;24;7.302777778;0.851273885;;30;12.855;3.12866242;;6;3.12866242;1;0;17.39130435;17.39130435;21.73913043;26.08695652;8.695652174;8.695652174
2018-08;National;RENNES;LYON PART DIEU;234;114;0;;49;6.865306122;3.146637427;;30;33.48888889;10.92134503;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues) et un dérangement d'installation à Monts (18 TGV retardés pour 181 minutes perdues), 
- le 7 : une personne dans les voies à Massy TGV (10 TGV retardés pour 234 minutes perdues). 
- le 17 : une déformation de la voie  à Chemin d'Anthony, près de Massy (45 TGV retardés pour 1014 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 21 : un rail cassé à Pont de Rungis en Ile de France (10 TGV retardés pour 123 minutes perdues), 
- le 31 : défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).";30;10.92134503;16;2;3.333333333;46.66666667;16.66666667;20.0;10.0;3.333333333
2018-08;National;NANCY;PARIS EST;93;300;8;;51;9.131045752;1.606563927;;24;45.04652778;4.181221461;"01/08 : 2578? Personne dans les voies à Dieulouard (29’)
03/08 : 2541? Csq alarme DBC à Culmont (attente matériel) (27’)
04/08 : 2596? Attente correspondance à Remiremont (10’) + Décontrôle d’aiguille à Chelles ?2547 (130‘) + 2549 (93‘) + 2578 (179‘)
07/08 : 2584?Raté ouverture PN à VHM (6’)
08/08 : Défaut d’alimentation à Rosière ? 2574 (103‘) + 2584 (47‘) + 2596 (42‘) 
09/08 : Csq incendie région Languedoc (attente matériel) ? 2541(51‘) + 2537 (9‘) + 2584 (76‘) + 2596 (79‘)
12/08 : 2580? Obstacle sur les voies (40’)
13/08 : 2578?Raté ouverture PN à Bayon (25‘) + 2584? Csq suspicion de personne dans les voies à Rosa Parks (7‘)
15/08 : 2547? Problème de porte à NY (12’)
21/08 : 2531?Travaux restitution tardive à NY (8’)
22/08 : 2531? Taxi en retard de 30' qui acheminait le conducteur (17’) 
23/08 : 2584? Non respect marche tracé (9’)
26/08 : 2553? Décontrôle aiguille à Nancy (6’)
27/08 : Personne dans les voies à Noisy ? 2531(36‘) + 2584 (11‘)
28/08 : 2543 ?Soin matériel roulant rame 509 (18’)
29/08 : 2537? Csq BM isolé sur autre train (6’)
31/08 : 2531? Sortie tardive Jarville (27’)";18;4.181221461;12;7;18.18181818;36.36363636;4.545454545;22.72727273;13.63636364;4.545454545
2018-08;National;ARRAS;PARIS NORD;51;258;0;;122;5.848224044;2.891989664;;74;12.22545045;4.266343669;"le matériel avec 4,7% d’irrégularité devance la rubrique des dérangements côté Réseau pour 2,5%, tout juste devant les autres EF avec 2,4% exactement.
« soin engin » pour 2,2% points (incidents bogies, radio, frein ,etc.), le motif « produit train » ou mises à quai tardives pour 1,7 % point, phénomène directement lié à la tension du parc, et enfin les « autres incidents » pour 0,8% point (incident veille automatique en ligne par exemple).
Pour le Matériel, le vendredi 31 août est une journée significative car une quinzaine de trains de la radiale et antenne ont été concernés, soit par des pannes ou des mises à disposition tardives en gare.
En ce qui concerne Réseau avec les dérangements, on peut relever l’incident « manque tension » de Combles le vendredi 24 (5 Tgv concernés pour 54 minutes), car la cause est toujours analysée aujourd’hui côté INE, aussi l’incident à Arras le mardi 28 avec une éclisse et JIC (joint isolant collé) fissurés, incident qui a concerné 6 Tgv pour 63 minutes perdues à l’entrée de la LGV (passage en voie banalisée pour certains trains et retards à la clé).
Le domaine de l’irrégularité pour les autres transporteurs concerne en particulier TER, avec notamment l’évènement secours pour le 843705 du vendredi 17 août à Roeux qui a concerné 11 tgv pour 175 minutes perdues";14;4.266343669;3;0;9.523809524;14.28571429;38.0952381;19.04761905;15.87301587;3.174603175
2018-08;National;PARIS NORD;DOUAI;68;162;1;;32;14.82447917;2.632608696;;43;17.88294574;4.964906832;"le matériel avec 4,7% d’irrégularité devance la rubrique des dérangements côté Réseau pour 2,5%, tout juste devant les autres EF avec 2,4% exactement.
« soin engin » pour 2,2% points (incidents bogies, radio, frein ,etc.), le motif « produit train » ou mises à quai tardives pour 1,7 % point, phénomène directement lié à la tension du parc, et enfin les « autres incidents » pour 0,8% point (incident veille automatique en ligne par exemple).
Pour le Matériel, le vendredi 31 août est une journée significative car une quinzaine de trains de la radiale et antenne ont été concernés, soit par des pannes ou des mises à disposition tardives en gare.
En ce qui concerne Réseau avec les dérangements, on peut relever l’incident « manque tension » de Combles le vendredi 24 (5 Tgv concernés pour 54 minutes), car la cause est toujours analysée aujourd’hui côté INE, aussi l’incident à Arras le mardi 28 avec une éclisse et JIC (joint isolant collé) fissurés, incident qui a concerné 6 Tgv pour 63 minutes perdues à l’entrée de la LGV (passage en voie banalisée pour certains trains et retards à la clé).
Le domaine de l’irrégularité pour les autres transporteurs concerne en particulier TER, avec notamment l’évènement secours pour le 843705 du vendredi 17 août à Roeux qui a concerné 11 tgv pour 175 minutes perdues";17;4.964906832;5;3;4.761904762;23.80952381;33.33333333;26.19047619;9.523809524;2.380952381
2018-08;National;BORDEAUX ST JEAN;PARIS VAUGIRARD;139;60;0;;15;17.79555556;4.365833333;;12;31.94722222;7.206944444;;9;7.206944444;5;1;0.0;18.18181818;45.45454545;27.27272727;9.090909091;0.0
2018-08;National;MARSEILLE ST CHARLES;TOURCOING;296;26;0;;5;11.98666667;2.081410256;;1;60.0;5.961538462;Rail cassé, attente éxécution service voy, non respect marche traçée, attente correspondance,…;1;5.961538462;1;0;0.0;0.0;100.0;0.0;0.0;0.0
2018-08;National;PARIS VAUGIRARD;BORDEAUX ST JEAN;169;56;0;;6;43.025;4.182440476;;9;34.42407407;5.37202381;;7;5.37202381;5;2;11.11111111;22.22222222;22.22222222;44.44444444;0.0;0.0
2018-08;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;217;338;1;;227;8.932011747;6.106083086;;66;35.03282828;9.514985163;;66;9.514985163;21;9;20.51282051;12.82051282;23.07692308;28.20512821;7.692307692;7.692307692
2018-08;National;PARIS LYON;BELLEGARDE (AIN);159;169;0;;39;23.86666667;5.27209073;;35;34.77238095;9.178402367;•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min;29;9.178402367;18;4;11.76470588;8.823529412;11.76470588;58.82352941;8.823529412;0.0
2018-08;National;PARIS LYON;DIJON VILLE;96;435;15;;92;17.46304348;3.557738095;;51;36.50915033;4.29234127;;44;4.29234127;23;7;9.803921569;11.76470588;7.843137255;62.74509804;7.843137255;0.0
2018-08;National;PARIS LYON;GRENOBLE;181;161;1;;35;18.0352381;3.708958333;;30;55.05833333;10.88166667;•accident de personne avec le 6627 à Maisons-Alfort, suivi de 4 alertes radio pour personnes dans les voies avec des trains Transilien : 68 TGV retardés pour 5910 min;23;10.88166667;18;8;23.33333333;10.0;26.66666667;36.66666667;3.333333333;0.0
2018-08;National;MACON LOCHE;PARIS LYON;99;240;3;;200;18.56925;15.69493671;;101;31.5029703;14.25288326;•affluence voyageur sur le 6937 en gare de Macon-Loché-TGV. 4 TGV retardés pour 153 min, 4 TGV de l’axe perdus à 5’.;77;14.25288326;23;9;26.66666667;8.333333333;45.0;16.66666667;1.666666667;1.666666667
2018-08;National;MARSEILLE ST CHARLES;PARIS LYON;197;422;0;;158;12.46434599;4.603633491;;57;45.84736842;8.223736177;•panne du 5180, problème de disjonction, à Aix-en-Provence-TGV. 43 TGV retardés pour 1095 min, 18 TGV de l’axe perdus à 5’.;57;8.223736177;22;10;24.56140351;8.771929825;33.33333333;21.05263158;7.01754386;5.263157895
2018-08;National;PERPIGNAN;PARIS LYON;304;262;3;;128;12.77981771;6.2998713;;57;51.46725146;13.04414414;•heurt d’une personne par le TGV 6839 à Montpellier : 12 TGV retardés pour 1009 min, 8 TGV de l’axe perdus à 5’.;57;13.04414414;35;14;23.52941176;26.47058824;20.58823529;17.64705882;2.941176471;8.823529412
2018-08;National;MARSEILLE ST CHARLES;LYON PART DIEU;110;541;9;;211;11.78767773;4.70820802;;120;30.69638889;7.527412281;•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.;76;7.527412281;37;11;12.5;20.83333333;30.0;25.83333333;5.833333333;5.0
2018-08;National;MONTPELLIER;LYON PART DIEU;123;306;2;;138;10.0410628;4.656907895;;63;29.28439153;7.005317982;;45;7.005317982;15;6;13.46153846;21.15384615;23.07692308;21.15384615;5.769230769;15.38461538
2018-08;International;PARIS LYON;GENEVE;176;157;0;;33;23.21666667;4.635244161;;28;38.64285714;8.369426752;;25;8.369426752;14;4;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;PARIS LYON;ITALIE;297;85;0;;19;15.54210526;3.244509804;;7;64.28571429;8.317647059;;7;8.317647059;4;2;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;MADRID;MARSEILLE ST CHARLES;198;30;0;;14;11.64285714;5.133333333;;7;71.96904762;20.38666667;;7;20.38666667;7;3;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;National;ANGOULEME;PARIS MONTPARNASSE;132;220;4;;123;5.310569106;3.108487654;;42;26.35595238;7.185648148;;30;7.185648148;6;2;11.9047619;28.57142857;16.66666667;30.95238095;0.0;11.9047619
2018-08;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;149;681;16;;122;7.615437158;1.119799499;;62;27.14112903;2.455213033;;47;2.455213033;14;3;15.0;25.0;18.33333333;33.33333333;8.333333333;0.0
2018-08;National;BREST;PARIS MONTPARNASSE;230;262;4;;6;10.83333333;0.25381137;;24;26.78541667;5.066537468;;24;5.066537468;6;1;38.0952381;14.28571429;0.0;33.33333333;0.0;14.28571429
2018-08;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;172;235;4;;34;13.06176471;1.497763348;;26;42.11538462;5.887445887;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 26 : une défaillance matériel d'un TGV entre St-Pierre-des-Corps et Vendôme (17 TGV retardés pour  286 minutes perdues),
- le 28 : un colis suspect à bord d'un TGV au niveau de Vendôme (11 TGV retardés pour 217 minutes perdues), 
- le 31 : incident caténaire à Maillé, près de Poitiers (11 TGV pour 1192 minutes perdues) et défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).";18;5.887445887;7;5;3.846153846;30.76923077;7.692307692;23.07692308;19.23076923;15.38461538
2018-08;National;PARIS MONTPARNASSE;LAVAL;89;201;2;;24;12.28263889;1.163065327;;11;15.30416667;3.880653266;;11;3.880653266;6;0;0.0;0.0;0.0;100.0;0.0;0.0
2018-08;National;RENNES;PARIS MONTPARNASSE;104;561;10;;237;6.75161744;2.975438596;;70;23.91809524;4.949334543;;47;4.949334543;16;5;25.75757576;19.6969697;10.60606061;28.78787879;3.03030303;12.12121212
2018-08;National;PARIS MONTPARNASSE;ST MALO;171;118;0;;11;10.84393939;0.564689266;;11;29.52272727;0.433757062;;11;0.433757062;4;0;0.0;45.45454545;9.090909091;36.36363636;9.090909091;0.0
2018-08;National;TOURS;PARIS MONTPARNASSE;81;166;2;;15;6.786666667;0.669512195;;41;14.77601626;4.31148374;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 26 : une défaillance matériel d'un TGV entre St-Pierre-des-Corps et Vendôme (17 TGV retardés pour  286 minutes perdues),
- le 28 : un colis suspect à bord d'un TGV au niveau de Vendôme (11 TGV retardés pour 217 minutes perdues), 
- le 31 : incident caténaire à Maillé, près de Poitiers (11 TGV pour 1192 minutes perdues) et défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).";11;4.31148374;5;1;17.39130435;21.73913043;13.04347826;34.7826087;0.0;13.04347826
2018-08;National;VANNES;PARIS MONTPARNASSE;159;253;5;;158;5.178797468;3.319287634;;32;26.86979167;5.126344086;;21;5.126344086;8;2;22.58064516;16.12903226;16.12903226;38.70967742;0.0;6.451612903
2018-08;National;LYON PART DIEU;RENNES;235;88;1;;65;10.69692308;8.084482759;;27;39.53271605;14.55977011;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues) et un dérangement d'installation à Monts (18 TGV retardés pour 181 minutes perdues), 
- le 7 : une personne dans les voies à Massy TGV (10 TGV retardés pour 234 minutes perdues). 
- le 17 : une déformation de la voie  à Chemin d'Anthony, près de Massy (45 TGV retardés pour 1014 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 21 : un rail cassé à Pont de Rungis en Ile de France (10 TGV retardés pour 123 minutes perdues),
- le 31 : défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).";27;14.55977011;10;4;18.51851852;11.11111111;14.81481481;40.74074074;11.11111111;3.703703704
2018-08;National;PARIS EST;METZ;85;313;4;;50;13.30066667;2.083171521;;27;25.45864198;2.111596548;;18;2.111596548;5;3;12.0;8.0;8.0;56.0;12.0;4.0
2018-08;National;TOURCOING;MARSEILLE ST CHARLES;304;27;0;;6;6.575;1.461111111;;2;21.325;3.87962963;;2;3.87962963;0;0;0.0;0.0;100.0;0.0;0.0;0.0
2018-08;National;LYON PART DIEU;MARNE LA VALLEE;108;269;4;;181;14.6140884;10.07647799;;80;32.341875;10.94823899;•bruit anormal sous caisse sur le OUIGO 7601 entre Marne La Vallée et Chevry-Cossigny : 26 TGV retardés pour 909 min.;59;10.94823899;31;9;13.92405063;26.58227848;24.05063291;17.72151899;10.12658228;7.594936709
2018-08;National;PARIS LYON;AIX EN PROVENCE TGV;182;448;3;;91;19.12380952;3.594719101;;75;43.13311111;8.483895131;•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.;72;8.483895131;37;20;18.05555556;8.333333333;19.44444444;47.22222222;4.166666667;2.777777778
2018-08;National;AIX EN PROVENCE TGV;PARIS LYON;183;409;0;;258;9.225193798;5.905460473;;50;47.46099291;7.609087205;•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.;50;7.609087205;20;10;23.40425532;12.76595745;27.65957447;21.27659574;8.510638298;6.382978723
2018-08;National;ANNECY;PARIS LYON;236;181;0;;29;8.250574713;1.321915285;;44;37.80681818;10.55082873;•panne du OUIGO 7839, vers Le Creusot : 14 TGV retardés pour 240 min.;44;10.55082873;15;5;41.86046512;4.651162791;39.53488372;11.62790698;0.0;2.325581395
2018-08;National;AVIGNON TGV;PARIS LYON;160;623;2;;408;12.08406863;7.911540526;;142;35.08016432;8.79742351;•panne du 5180, problème de disjonction, à Aix-en-Provence-TGV. 43 TGV retardés pour 1095 min, 18 TGV de l’axe perdus à 5’.;95;8.79742351;40;22;19.01408451;16.1971831;33.8028169;14.08450704;7.746478873;9.154929577
2018-08;National;GRENOBLE;PARIS LYON;183;192;1;;33;8.275252525;1.429755672;;28;33.34702381;7.14938918;;27;7.14938918;11;3;25.0;21.42857143;21.42857143;21.42857143;0.0;10.71428571
2018-08;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;82;222;0;;168;7.557539683;5.713063063;;60;15.81972222;4.844369369;•panne du OUIGO 7839, vers Le Creusot : 14 TGV retardés pour 240 min.;19;4.844369369;7;4;8.695652174;8.695652174;39.13043478;10.86956522;26.08695652;6.52173913
2018-08;National;PARIS LYON;LYON PART DIEU;121;524;3;;55;11.22818182;0.868394114;;41;30.79430894;2.541330774;;29;2.541330774;10;5;20.0;22.5;22.5;30.0;2.5;2.5
2018-08;National;PARIS LYON;NIMES;176;344;1;;76;24.91973684;5.217006803;;70;39.72952381;9.076773567;•heurt d’une personne par le TGV 6839 à Montpellier : 12 TGV retardés pour 1009 min, 8 TGV de l’axe perdus à 5’.;53;9.076773567;35;17;11.42857143;4.285714286;18.57142857;54.28571429;8.571428571;2.857142857
2018-08;National;PARIS LYON;TOULON;238;344;9;;82;17.41666667;3.949900498;;62;47.70107527;9.288059701;•dérangement de signalisation à Bandol : 5 TGV retardés pour 146 min, 5 TGV de l’axe perdus à 5 TGV de l’axe perdus à 5 TGV de l’axe perdus à 5’;62;9.288059701;34;15;30.0;6.666666667;21.66666667;35.0;3.333333333;3.333333333
2018-08;National;TOULON;PARIS LYON;237;371;2;;220;13.19492424;7.940153568;;73;48.57876712;10.40654923;•dérangement de signalisation à Bandol : 5 TGV retardés pour 146 min, 5 TGV de l’axe perdus à 5 TGV de l’axe perdus à 5 TGV de l’axe perdus à 5’;73;10.40654923;36;17;23.28767123;16.43835616;27.39726027;17.80821918;6.849315068;8.219178082
2018-08;National;VALENCE ALIXAN TGV;PARIS LYON;133;314;1;;227;14.56314244;10.60820021;;79;36.86012658;9.186368477;•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’.;65;9.186368477;32;8;24.59016393;24.59016393;19.67213115;22.95081967;4.918032787;3.278688525
2018-08;International;STUTTGART;PARIS EST;120;150;1;;128;6.8359375;5.859060403;;39;23.94017094;7.97114094;;21;7.97114094;8;4;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;ZURICH;PARIS LYON;180;148;0;;127;5.165354331;4.432432432;;14;41.42738095;4.386936937;;11;4.386936937;8;5;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;BARCELONA;PARIS LYON;315;115;1;;66;6.909090909;3.149122807;;23;57.87391304;12.98640351;;23;12.98640351;14;7;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;International;MARSEILLE ST CHARLES;MADRID;198;30;0;;8;6.764583333;2.009444444;;1;20.0;2.466666667;;1;2.466666667;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2018-08;National;PARIS MONTPARNASSE;BREST;227;249;5;;35;5.836190476;0.39726776;;13;38.76923077;3.616803279;;13;3.616803279;7;3;0.0;25.0;8.333333333;41.66666667;0.0;25.0
2018-08;National;LAVAL;PARIS MONTPARNASSE;92;184;3;;77;6.177705628;2.67679558;;22;25.05530303;4.283425414;;11;4.283425414;6;3;15.78947368;21.05263158;15.78947368;31.57894737;10.52631579;5.263157895
2018-08;National;LE MANS;PARIS MONTPARNASSE;61;383;9;;202;6.070709571;3.385160428;;83;17.84457831;4.629010695;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 21 : un rail fissuré au niveau du Mans (16 TGV retardés pour 191 minutes perdues), 
- le 31 : défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues).";31;4.629010695;13;5;22.80701754;35.0877193;10.52631579;22.80701754;5.263157895;3.50877193
